batch-id,duration,o-MaximisePFWithAcceptableTopics,o-MinimiseArgumentsPutForward,solutions-found,solution-model
0,00:02:18.568,-1.0,0.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-0/5109E8CF.xmi
0,00:02:18.568,-2.0,1.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-0/154864F8.xmi
1,00:02:09.953,-1.0,0.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-1/258A3B7B.xmi
1,00:02:09.953,-2.0,1.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-1/119428CC.xmi
2,00:02:08.220,-1.0,0.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-2/6BC1EB11.xmi
2,00:02:08.220,-2.0,1.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-2/376E6A35.xmi
3,00:02:07.785,-1.0,0.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-3/0D5733F6.xmi
3,00:02:07.785,-2.0,1.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-3/362FD52C.xmi
4,00:02:08.243,-1.0,0.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-4/7F579181.xmi
4,00:02:08.243,-2.0,1.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-4/47D7A67C.xmi
5,00:02:07.662,-1.0,0.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-5/52F972ED.xmi
5,00:02:07.662,-2.0,1.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-5/0E767347.xmi
6,00:02:07.582,-1.0,0.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-6/7F24CEBD.xmi
6,00:02:07.582,-2.0,1.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-6/00A61B37.xmi
7,00:02:07.958,-1.0,0.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-7/38E1DF89.xmi
7,00:02:07.958,-2.0,1.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-7/0AD9C95F.xmi
8,00:02:08.102,-1.0,0.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-8/62471EDF.xmi
8,00:02:08.102,-2.0,1.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-8/4BCC6807.xmi
9,00:02:08.653,-1.0,0.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-9/1553239A.xmi
9,00:02:08.653,-2.0,1.0,2,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180408-124523-c2-argumentation-framework-argmatsat-PF-Tree-52-args-Audience-10-Members-PAF-size-40-args.mopt-matching-henshin/batch-9/597A1CB6.xmi
