batch-id,duration,o-MaximisePFWithAcceptableTopics,o-MinimiseArgumentsPutForward,solutions-found,solution-model
0,00:00:15.358,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183840-c2-argumentation-framework-argmatsat-PF-Tree-22-args-Audience-1-Members-PAF-size-12-args.mopt-matching-henshin/batch-0/36DFBDAF.xmi
1,00:00:12.690,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183840-c2-argumentation-framework-argmatsat-PF-Tree-22-args-Audience-1-Members-PAF-size-12-args.mopt-matching-henshin/batch-1/16F3DE9A.xmi
2,00:00:11.484,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183840-c2-argumentation-framework-argmatsat-PF-Tree-22-args-Audience-1-Members-PAF-size-12-args.mopt-matching-henshin/batch-2/6A686956.xmi
3,00:00:11.446,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183840-c2-argumentation-framework-argmatsat-PF-Tree-22-args-Audience-1-Members-PAF-size-12-args.mopt-matching-henshin/batch-3/3148A173.xmi
4,00:00:11.496,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183840-c2-argumentation-framework-argmatsat-PF-Tree-22-args-Audience-1-Members-PAF-size-12-args.mopt-matching-henshin/batch-4/7DE985B5.xmi
5,00:00:11.342,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183840-c2-argumentation-framework-argmatsat-PF-Tree-22-args-Audience-1-Members-PAF-size-12-args.mopt-matching-henshin/batch-5/1F7371EC.xmi
6,00:00:11.430,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183840-c2-argumentation-framework-argmatsat-PF-Tree-22-args-Audience-1-Members-PAF-size-12-args.mopt-matching-henshin/batch-6/66EED71C.xmi
7,00:00:11.446,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183840-c2-argumentation-framework-argmatsat-PF-Tree-22-args-Audience-1-Members-PAF-size-12-args.mopt-matching-henshin/batch-7/52D54FF1.xmi
8,00:00:11.425,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183840-c2-argumentation-framework-argmatsat-PF-Tree-22-args-Audience-1-Members-PAF-size-12-args.mopt-matching-henshin/batch-8/4482AB67.xmi
9,00:00:11.575,-0.0,0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-183840-c2-argumentation-framework-argmatsat-PF-Tree-22-args-Audience-1-Members-PAF-size-12-args.mopt-matching-henshin/batch-9/2AA01C9C.xmi
